OTU	G441802_mean	G441303_mean	G441284_mean	G440282_mean	G441424_mean	G440305_mean	G445224_mean	G440606_mean	G440981_mean	G440883_mean	G441502_mean	G440205_mean	G440104_mean	G445302_mean
178571.0	6.0	7.2	6.4	6.8	4.7	4.1	15.2	3.8	10.0	5.9	15.4	8.3	5.6	9.0
4336070.0	.6	.6	.3	.5	.6	.0	.1	.3	.3	.2	.5	.1	.5	.5
4416614.0	.5	.6	.8	.3	.3	.7	.6	.7	.7	.4	.4	.6	.7	.7
2309802.0	.5	.7	.5	.7	.6	.9	.5	.5	.5	.2	.2	.7	.6	1.4
4353264.0	.3	.4	.2	.1	.2	.3	.4	.5	.4	.4	.5	.2	.3	.2
360730.0	.5	.4	.3	.2	.5	.4	1.1	.3	.3	.6	.6	.4	.2	.5
4376234.0	.3	.3	.4	.2	.3	.3	.4	.3	.5	.4	.3	.4	.5	.5
4433274.0	.9	.9	3.1	.3	.2	.7	.4	.9	.3	1.0	2.0	1.1	1.7	.5
362094.0	.3	.3	.2	.3	.3	.2	.2	.2	.3	.2	.4	.2	.2	.3
317012.0	.4	.6	.2	.3	.2	.1	.2	.2	.4	.3	.2	.1	.3	.3
4378081.0	.2	.2	.2	.2	.3	.5	.3	.2	.3	.3	.1	.4	.4	.4
189011.0	.3	.4	.1	.4	.3	.2	.5	.2	.5	.4	.3	.2	.2	.3
176604.0	.2	.1	.2	.2	.2	.2	.2	.1	.2	.1	.3	.2	.1	.3
4470236.0	.3	.1	.2	.2	.3	.2	.2	.4	.5	.3	.2	.1	.5	.2
3039313.0	.6	1.1	.6	.8	1.2	3.0	.5	.9	1.0	.4	.6	1.0	3.1	1.0
192437.0	.3	.1	.1	.1	.1	.1	.2	.1	.1	.1	.1	.1	.1	.2
187256.0	.3	.1	.3	.2	.2	.1	.3	.2	.2	.1	.1	.2	.1	.3
175704.0	.6	1.9	.1	.2	.2	.1	.1	.3	.2	.2	.2	.1	.3	.3
3272764.0	.2	.1	.2	.3	.3	.3	.2	.2	.2	.4	.4	.2	.2	.2
708680.0	.2	.2	.2	.2	.5	.3	.2	.1	.2	.3	.3	.3	.2	.2
1135084.0	1.1	1.4	1.0	.4	.3	3.9	.6	2.5	.7	.3	.2	1.5	1.0	1.2
180857.0	1.6	1.1	.6	1.8	1.8	.3	1.0	.6	1.4	.9	.6	1.2	.6	1.5
4396688.0	2.8	2.1	1.7	2.7	1.4	1.3	1.9	3.1	2.6	2.7	3.4	1.9	4.1	2.8
176690.0	.1	.2	.2	.2	.4	.3	.2	.1	.2	.3	.2	.2	.2	.2
4356307.0	.8	.6	.7	.4	.5	.9	.7	.6	.5	.3	.2	.6	.5	.7
3259009.0	.4	.3	.2	.2	.3	.1	.2	.4	.3	.2	.3	.1	.1	.3
3963289.0	.2	.2	.3	.1	.1	.2	.3	.2	.3	.1	.1	.3	.4	.5
195651.0	.2	.2	.1	.1	.1	.1	.1	.1	.1	.1	.1	.1	.1	.3
4366834.0	.7	1.1	.9	.9	1.6	1.1	.4	.2	.9	.7	.8	1.0	.5	1.2
4435690.0	.4	.4	.4	.5	.4	.2	.2	.3	.2	.2	.2	.2	.4	.5
4398028.0	.4	.5	.2	.3	.5	.2	.3	.3	.3	.3	.3	.2	.2	1.1
194286.0	1.1	1.9	1.4	.7	.5	.9	.8	1.3	.9	2.1	1.2	1.6	.6	.7
4460775.0	.9	1.6	.5	1.4	1.2	.1	.8	1.2	.7	.3	.8	1.0	.1	2.8
304161.0	.3	.2	.2	.3	.2	.3	.3	.2	.2	.2	.4	.2	.2	.2
195105.0	.4	.3	.2	.3	.4	.3	.3	.1	.2	.2	.3	.3	.2	.4
181056.0	.2	.2	.2	.2	.2	.2	.2	.1	.2	.2	.4	.2	.2	.2
175789.0	.1	.1	.1	.1	.1	.1	.1	.1	.1	.1	.3	.2	.1	.1
298288.0	.3	.2	.1	.2	.2	.1	.1	.2	.1	.2	.2	.2	.3	.2
292921.0	.2	.1	1.7	.8	.8	1.2	1.8	.6	1.0	.6	1.1	1.9	.5	.9
210262.0	.7	.8	.9	.7	2.0	2.3	.6	.5	2.2	1.3	3.0	.8	.6	1.5
275097.0	.2	.2	.3	.2	.2	.2	.4	.3	.3	.3	.2	.3	.4	.3
4383090.0	2.4	1.3	10.0	5.4	3.3	4.8	.2	1.0	14.0	1.5	.1	2.0	.5	15.0
176806.0	.2	.1	.1	.3	.3	.3	.2	.2	.2	.3	.4	.2	.2	.2
364092.0	.2	.1	.1	.3	.3	.2	.2	.1	.2	.3	.4	.2	.2	.2
824742.0	.4	.5	.5	.4	.4	.4	.6	.5	.8	.6	.4	.5	.6	.6
3439403.0	.1	.1	.2	.1	.1	.2	.2	.2	.1	.1	.1	.2	.2	.2
666757.0	.4	.5	.5	.4	.4	.3	.6	.5	.6	.6	.4	.6	.6	.6
4333648.0	.3	.2	.2	.3	.2	.3	.3	.1	.2	.2	.4	.2	.2	.2
360636.0	.2	.2	.1	.1	.1	.1	.1	.2	.1	.2	.2	.1	.2	.2
191582.0	.3	.3	.2	.3	.2	.3	.3	.2	.2	.2	.4	.3	.2	.2
14280.0	2.1	1.1	1.7	.6	.9	.6	.6	1.2	.6	1.1	1.4	.3	.5	.8
3746876.0	.4	.3	.6	.3	.4	.2	.7	.4	.6	.4	.3	.3	.3	.4
290485.0	.2	.2	.1	.2	.2	.1	.1	.1	.2	.1	.3	.1	.1	.2
185722.0	.2	.3	.4	.2	.2	.4	.3	.3	.4	.2	.2	.3	.3	.4
4428544.0	.6	.3	.4	.5	.4	.4	.5	.6	.6	.4	.5	.5	.4	.5
4483015.0	.4	.4	.4	.4	.5	.2	.1	.4	.7	.4	.5	.2	.5	.4
2442706.0	.2	.3	.3	.2	.3	.6	.2	.3	.2	.4	.3	.2	.3	.3
4449458.0	.3	.3	.4	.2	.3	.3	.2	.4	.4	3.4	.4	.1	.6	.2
370099.0	.3	.2	.1	.1	.2	.1	.1	.2	.1	.2	.2	.1	.2	.2
3262406.0	.3	.3	.3	.2	.3	.3	.3	.2	.2	.2	.2	.3	.2	.3
166869.0	.2	.2	.3	.2	.4	.2	.2	.2	.1	.2	.3	.2	.1	.2
4387246.0	.2	.1	.2	.3	.2	.3	.4	.4	.2	.1	.2	.2	.2	.2
176881.0	.2	.1	.2	.4	.3	.3	.3	.2	.3	.4	.4	.2	.2	.3
4416025.0	.3	.2	.3	.6	.2	.2	.1	.2	.1	.2	.1	.1	.2	.4
177153.0	10.6	9.3	7.0	4.0	10.2	6.1	13.5	5.0	6.3	4.8	7.7	11.6	4.2	7.9
167373.0	.1	.1	.2	.2	.2	.3	.2	.2	.2	.1	.1	.3	.2	.1
564431.0	.2	.2	.2	.2	.2	.1	.4	.2	.2	.2	.2	.4	.3	.2
4365130.0	.1	.2	.4	.2	.2	.4	.2	.3	.2	.1	.2	.1	.3	.3
185324.0	.2	.3	.2	.3	.3	.2	.2	.2	.2	.2	.4	.2	.3	.3
258099.0	.2	.3	.3	.2	.3	.2	.2	.3	.2	.3	.3	.1	.1	.4
4363066.0	3.0	3.8	2.7	4.8	2.1	3.1	1.8	1.7	2.1	8.9	8.5	2.6	1.9	1.0
1077373.0	.7	1.8	.8	1.1	.8	.6	.8	.5	.9	1.1	1.2	.4	.4	.6
188317.0	.3	.4	.1	.2	.2	.1	.1	.1	.3	.2	.2	.1	.2	.2
321743.0	.1	.1	.2	.1	.2	.1	.2	.9	.2	.1	.2	.2	.1	2.1
183865.0	.3	.3	.3	.3	.2	.2	.1	.3	.1	.2	.1	.1	.3	.4
364563.0	.1	.1	.1	.2	.1	.1	.1	.1	.1	.1	.3	.2	.1	.1
195855.0	.3	.3	.3	.3	.3	.2	.2	.2	.3	.3	.5	.3	.3	.3
146586.0	.5	.7	.4	1.4	.7	.3	.7	.8	.7	.6	.9	.4	.1	.7
231787.0	.2	.1	.1	.1	.1	.1	.2	.1	.2	.2	.1	.1	.1	.2
179319.0	.3	.2	.3	.3	.3	.2	.3	.2	.2	.4	.1	.2	.3	.4
54794.0	.2	.2	.2	.2	.3	.1	.1	.3	.2	.3	.2	.1	.3	.3
816702.0	.3	.4	.4	.3	.3	.3	.4	.4	.6	.5	.3	.4	.5	.5
3235048.0	.5	.3	.4	.4	.5	.3	.6	.2	.3	.5	.6	.3	.2	.5
4030375.0	.1	.2	.2	.1	.1	.2	.1	.2	.1	.1	.1	.2	.2	.2
1139021.0	1.6	2.2	.6	1.5	1.8	1.0	2.0	1.5	2.2	1.2	4.0	1.1	.9	1.5
212686.0	.7	.5	1.1	.5	.5	.4	.5	.4	.5	.4	.3	.3	.6	.8
4396292.0	.1	.1	.2	.2	.2	.4	.3	.1	.2	.2	.3	.3	.2	.1
132991.0	.4	.5	.3	.4	.4	.3	.3	.3	.4	.3	.5	.3	.3	.4
4433823.0	.3	.3	.2	.2	.2	.2	.3	.2	.2	.3	.2	.3	.2	.4
588471.0	1.3	.9	1.5	.4	.9	.8	.4	.9	1.6	2.0	.6	1.7	1.0	.8
181759.0	.2	.2	.1	.2	.2	.1	.2	.1	.2	.1	.3	.2	.2	.2
4008675.0	.1	.1	.2	.1	.1	.2	.1	.2	.1	.1	.0	.1	.1	.1
4296242.0	2.1	2.5	2.0	3.7	2.2	3.4	2.7	.7	1.5	1.7	2.0	4.1	4.4	5.3
1065569.0	.6	.3	.3	.7	.4	.1	.1	.6	.6	.5	.4	1.0	.3	.7
180462.0	.2	.2	.1	.2	.1	.1	.1	.1	.1	.2	.1	.1	.2	.2
134265.0	1.4	1.1	1.8	.9	.9	.9	.9	1.7	.5	.5	.7	.8	.7	.4
176014.0	.1	.1	.1	.2	.4	.3	.2	.1	.2	.2	.2	.2	.1	.2
362344.0	.1	.1	.2	.2	.2	.2	.2	.9	.2	.2	1.7	.1	.3	.2
179785.0	.6	.3	.6	.5	2.2	.7	.5	.2	1.6	.3	.8	.9	.3	.4
183439.0	.3	.2	.2	.3	.2	.2	.2	.1	.1	.1	.2	.2	.1	.3
176318.0	2.2	3.7	3.4	3.3	3.5	2.1	6.1	4.0	2.9	4.5	5.6	2.8	2.1	4.0
3441309.0	.2	.2	.2	.1	.2	.1	.2	.2	.2	.3	.2	.3	.2	.2
4382457.0	.5	1.8	1.1	.8	.5	.6	.6	1.0	1.1	1.7	.6	1.1	.6	3.8
220970.0	.2	.2	.2	.2	.2	.2	.3	.2	.3	.3	.2	.3	.3	.3
975306.0	.2	.1	.1	.2	.2	.3	.2	.1	.1	.2	.3	.1	.2	.2
182674.0	.2	.3	.1	.1	.1	.1	.2	.1	.2	.1	.1	.1	.2	.3
4483963.0	.2	.2	.3	.1	.1	.3	.4	.3	.2	.2	.2	.2	.3	.3
216710.0	.3	.4	.4	.4	.5	.4	.2	.5	.3	.6	.4	.2	.2	.6
110458.0	2.6	2.9	5.8	3.1	1.5	1.7	2.0	2.8	1.6	6.6	.1	2.6	1.1	2.8
176321.0	.3	.1	.1	.3	.3	.3	.2	.2	.2	.3	.4	.2	.2	.3
4483391.0	.3	1.0	.3	.3	.4	.3	.3	.6	.3	.4	.2	.4	.5	.2
258375.0	1.2	2.2	3.6	.3	.8	2.4	.3	.2	1.7	1.5	1.8	2.0	1.7	.5
4408801.0	.2	.3	.3	.3	.4	.3	.3	.2	.3	.2	.4	.3	.3	.1
358654.0	.3	.3	.2	.3	.3	.1	.1	.2	.2	.3	.4	.2	.2	.2
4035247.0	.3	.3	.1	.3	.2	.7	.2	.2	.2	.3	.3	.2	.3	.3
810425.0	.4	.7	.7	.5	.3	.3	.4	.5	.7	.8	.5	.1	.5	.2
366794.0	.2	.1	.2	.2	.2	.1	.2	.1	.1	.1	.3	.2	.2	.2
86170.0	.2	.2	.1	.2	.2	.1	.1	.1	.2	.2	.3	.2	.2	.2
174337.0	.3	.4	.2	.3	.2	.3	.1	.2	.4	.3	.1	.3	.3	.3
1550603.0	.2	.1	.2	.1	.1	.1	.2	.1	.2	.2	.2	.1	.2	.2
176507.0	.1	.1	.1	.2	.2	.1	.2	.0	.1	.1	.2	.2	.1	.2
4385318.0	.4	.6	.4	.3	.4	.3	.4	.5	.4	.6	.3	.4	.3	.5
42372.0	.4	1.4	.8	.6	.4	.4	.4	.6	.8	1.2	.4	.8	.4	2.7
4379449.0	1.2	.4	.3	.5	.3	.1	.2	.3	.2	.2	.2	.2	.3	.4
4310208.0	.2	.3	.4	.4	.4	.4	.4	.2	.3	.2	.1	.6	.3	.3
637546.0	.2	.3	.3	.3	.2	.2	.3	.3	.3	.4	.3	.4	.3	.4
2307779.0	.2	.3	.5	.3	.6	.3	.1	.2	.2	.1	.2	.2	.2	.2
4335578.0	.3	.2	.3	.3	.4	.1	.1	.8	.3	.4	.2	.3	.4	.2
4476561.0	.5	.6	.3	.2	.5	1.2	.9	.8	.8	.5	.8	.3	.7	2.1
4375889.0	.2	.3	.3	.3	.2	.2	.3	.2	.3	.2	.3	.2	.1	.2
4479612.0	.7	.5	.3	.7	.8	.4	.7	.4	.9	.3	.9	.5	.3	.5
211935.0	.2	.1	.1	.3	.2	.2	.2	.1	.1	.2	.3	.1	.1	.2
308081.0	.3	.1	.2	.2	.1	.1	.1	.3	.1	.2	.1	.2	.2	.3
175612.0	.2	.1	.1	.3	.2	.2	.2	.1	.2	.3	.3	.1	.2	.2
182383.0	.3	.2	.2	.3	.3	.2	.2	.2	.3	.2	.4	.2	.3	.2
4417708.0	1.9	1.1	1.4	1.8	2.7	.7	1.2	2.1	2.0	2.3	1.4	1.1	2.0	1.1
363017.0	.2	.2	.1	.2	.2	.2	.3	.1	.2	.2	.3	.2	.1	.1
495451.0	1.3	.9	2.1	.8	1.1	.4	.8	.5	.8	2.3	1.2	.3	.7	.7
2985051.0	.2	.3	.1	.2	.3	.1	.3	.1	.3	.2	.4	.2	.3	.6
3275562.0	.5	.4	.3	.4	.4	.4	.4	.5	.5	.4	.4	.5	.3	.5
760967.0	.9	.4	1.9	.6	.6	.7	.6	.7	.5	1.1	.3	.4	.4	1.6
4466616.0	.3	.1	.3	.3	.2	.3	.2	.2	.2	.3	.4	.4	.3	.2
1592748.0	.2	.2	.4	.2	.2	.3	.2	.4	.3	.4	.2	.3	.3	.3
363430.0	3.7	8.2	.4	3.6	12.4	2.5	2.9	2.3	5.7	8.5	2.4	2.9	3.7	3.0
294812.0	3.7	1.8	1.9	2.1	6.2	2.2	4.5	1.5	5.9	3.0	4.0	1.0	.4	2.7
1835779.0	.4	.1	.2	.5	.4	.2	.4	.2	.3	.3	.2	.2	.3	.4
3867172.0	.2	.1	.2	.1	.1	.1	.2	.1	.2	.2	.1	.1	.1	.2
186011.0	.3	.3	.1	.2	.2	.2	.3	.2	.3	.2	.2	.2	.1	.3
181485.0	.1	.1	.1	.1	.2	.2	.2	.1	.1	.1	.2	.2	.1	.1
1141821.0	.3	.3	.2	.2	.3	.3	.4	.5	.3	.3	.3	.1	.3	.2
214036.0	.2	.2	.3	.2	.4	.3	.3	.1	.2	.2	.3	.1	.1	.2
4445028.0	.5	.4	.2	.3	.4	.3	.2	.3	.2	.3	.5	.2	.4	.2
187447.0	.2	.1	.2	.2	.2	.1	.2	.1	.2	.2	.1	.1	.1	.3
4469007.0	.3	.2	.3	.3	.3	.4	.3	.3	.4	.4	.3	.2	.4	.2
1111294.0	.1	.1	.2	.1	.1	.1	.2	.1	.2	.2	.1	.1	.1	.2
213394.0	.2	.2	.3	.3	.4	.4	.2	.3	.3	.2	.4	.4	.2	.3
4468892.0	.4	.2	.2	.2	.3	.1	.1	.2	.2	.2	.3	.1	.1	.2
296082.0	.8	.5	3.3	5.1	3.2	1.3	7.8	3.3	4.5	5.5	1.1	7.8	3.5	3.8
4469233.0	2.5	1.4	2.0	11.1	7.6	7.4	13.5	3.3	9.7	1.6	5.6	6.4	4.2	11.9
179358.0	.2	.1	.2	.2	.2	.1	.2	.1	.2	.1	.4	.2	.1	.2
366451.0	.2	.2	.2	.2	.1	.2	.3	.2	.2	.3	.2	.2	.2	.2
2123719.0	.2	.2	.2	.3	.3	.2	.3	.2	.4	.2	.2	.1	.2	.2
537219.0	1.0	.7	.4	1.3	.6	.2	.6	.5	1.4	.6	.6	.4	.5	.5
291090.0	.5	.3	.3	.2	.3	.8	.3	.5	.3	.5	.1	.3	.5	.5
192244.0	.4	.2	.1	.2	.2	.2	.4	.2	.2	.6	.3	.3	.2	.3
176230.0	.1	.2	.2	.1	.1	.2	.2	.1	.1	.1	.1	.2	.2	.2
2438203.0	.2	.3	.3	.3	.3	.4	.6	.5	1.6	.6	.2	.2	.5	.4
4300127.0	.9	1.0	1.8	2.3	1.2	2.0	.4	.6	1.7	.7	.8	.9	6.5	2.1
519880.0	.4	.3	.2	.4	.3	.3	.3	.2	.3	.4	.4	.3	.1	.2
4477254.0	.3	.2	.2	.2	.1	.2	.2	.2	.5	.2	.4	.1	.2	.3
180659.0	.7	.9	.4	.5	.4	.7	.3	.5	.5	.3	.1	.4	.3	.6
189684.0	.1	.2	.1	.2	.1	.1	.1	.1	.1	.1	.3	.1	.1	.1
2532173.0	.4	.4	.4	.3	.4	.5	.4	.3	.4	.4	.4	.4	.3	.6
4311208.0	.2	.2	.2	.1	.1	.1	.2	.2	.9	.2	.2	.2	.2	.2
4473295.0	2.6	1.2	1.9	1.2	3.2	1.9	.8	1.2	.9	1.8	1.2	2.2	2.3	1.0
171559.0	.1	.1	.2	.1	.1	.2	.1	.1	.1	.1	.1	.1	.1	.1
4469199.0	.2	.2	.1	.1	.2	.1	.1	.1	.1	.1	.2	.1	.1	.2
193644.0	.1	.1	.1	.1	.1	.1	.1	.1	.1	.1	.2	.1	.1	.1
194320.0	.2	.2	.2	.2	.3	.2	.2	.2	.4	.2	.2	.2	.3	.2
147969.0	.6	.3	.2	.3	.3	.3	.3	.7	.3	.4	.3	.3	.3	.4
4381548.0	.2	.3	.4	.4	.3	.4	.3	.2	.3	.4	.3	.2	.2	.4
4344860.0	.1	.1	.2	.2	.2	.2	.2	.1	.3	.1	.1	.2	.1	.1
336632.0	.5	.4	.3	.2	.4	.4	.2	.3	.7	.5	.2	.5	.5	.4
199190.0	.2	.3	.3	.2	.2	.2	.3	.2	.2	.3	.2	.2	.2	.3
681779.0	.3	.3	.3	.2	.3	.2	.3	.3	.3	.4	.2	.3	.3	.3
4423384.0	.2	.3	.1	.2	.2	.1	.1	.2	.2	.2	.2	.1	.2	.2
4422456.0	.2	.5	.3	.4	.3	.3	.3	.1	.3	.1	.1	.5	.2	.2
4474844.0	.3	.2	.3	.2	.3	.2	.3	.2	.2	.2	.2	.2	.1	.1
4429335.0	.6	.3	.2	.6	1.3	.2	.4	2.4	.3	.4	.7	.8	.2	.3
3318103.0	.2	.2	.2	.2	.2	.2	.2	.2	.3	.2	.2	.1	.2	.2
2365946.0	1.2	1.0	.3	.8	1.6	.5	.6	.7	1.6	.9	.5	.6	.3	.6
231952.0	.1	.2	.2	.1	.2	.2	.3	.2	.2	.2	.3	.1	.1	.3
4414488.0	.1	.1	.1	.2	.2	.1	.2	.2	.2	.2	.1	.1	.2	.2
304047.0	.2	.2	.2	.1	.1	.2	.1	.1	.1	.2	.1	.1	.1	.2
175570.0	.1	.1	.2	.2	.2	.1	.1	.1	.1	.1	.3	.1	.1	.2
2439770.0	.3	.3	.2	.3	.3	.2	.2	.3	.2	.2	.2	.2	.3	.3
191792.0	.3	.2	.1	.2	.2	.2	.2	.2	.3	.2	.2	.2	.2	.2
341724.0	.2	.2	.1	.1	.2	.2	.2	.1	.1	.1	.2	.1	.2	.2
3855886.0	.2	.2	.2	.2	.2	.2	.2	.2	.3	.2	.1	.1	.1	.2
291266.0	.2	.2	.1	.2	.7	.2	.2	.2	.3	.2	.2	.2	.2	.3
4102199.0	.1	.2	.2	.2	.2	.2	.2	.1	.1	.2	.2	.1	.1	.2
350681.0	.1	.2	.1	.1	.2	.1	.2	.1	.1	.1	.2	.1	.1	.1
182920.0	.2	.2	.1	.2	.2	.2	.2	.2	.2	.2	.2	.2	.2	.2
301033.0	.1	.1	.1	.2	.2	.2	.1	.2	.2	.1	.1	.2	.2	.1
772282.0	.6	.5	.4	.6	.6	1.2	.7	.5	.8	.4	.4	.5	.5	.8
334336.0	.2	.1	.2	.3	.2	.1	.2	.2	.3	.2	.2	.1	.2	.2
1906635.0	.2	.3	.3	.2	.2	.2	.2	.3	.2	.4	.2	.2	.2	.3
4402751.0	.2	.2	.1	.4	.2	.3	.2	.2	.3	.3	.2	.2	.2	.2
